id,area,district,floor,distance_to_center,rent_price
6242,91.9,old_town,3,1.32,2337.43
6243,160.7,luxury_hills,23,11.69,14572.75
6244,62.4,riverside,5,4.4,4548.38
6245,52.3,central,11,0.99,3988.87
6246,77.3,central,11,2.28,3249.95
6247,99.2,suburb,17,10.54,3672.77
6248,165.2,suburb,2,8.22,6069.19
6249,67.2,university,12,7.6,2874.66
6250,76.5,central,6,0.45,4642.86
6251,92.1,residential,1,2.1,2805.94
6252,114.6,suburb,7,15.69,2483.82
6253,84.8,residential,2,2.93,2681.3
6254,46.9,business,8,0.77,2071.4
6255,99.1,suburb,6,10.21,4134.04
6256,38.8,university,16,3.38,2268.35
6257,75.0,residential,4,6.87,2404.26
6258,66.7,business,12,3.56,3149.47
6259,88.0,green_zone,19,6.72,4109.74
6260,46.9,riverside,11,4.24,3462.75
6261,34.1,residential,22,4.62,1759.15
6262,126.9,suburb,7,8.42,1045.17
6263,64.0,old_town,7,2.87,4845.48
6264,73.8,green_zone,12,8.02,2239.47
6265,70.3,business,12,3.17,3730.3
6266,86.8,central,26,1.2,4785.42
6267,153.8,suburb,4,9.1,2104.13
6268,49.2,central,5,1.8,2924.65
6269,68.2,central,9,1.03,1781.18
6270,29.7,residential,7,12.31,2142.37
6271,40.5,business,9,3.01,3777.48
6272,47.6,business,12,3.25,3532.11
6273,43.5,business,6,2.73,3443.64
6274,98.0,business,2,2.41,3479.83
6275,82.8,central,9,2.82,3513.36
6276,73.0,old_town,8,4.26,2362.42
6277,92.1,business,12,1.72,5490.69
6278,21.3,residential,11,6.49,2950.84
6279,61.8,industrial,12,10.98,1474.45
6280,114.1,riverside,8,4.98,3233.45
6281,141.2,luxury_hills,7,12.56,13668.87
6282,66.9,industrial,11,5.95,1297.68
6283,32.9,residential,13,4.52,1696.63
6284,59.5,university,2,5.07,2387.89
6285,62.3,residential,20,5.96,2276.38
6286,42.2,residential,10,7.06,2162.53
6287,95.0,riverside,4,8.13,3589.27
6288,45.8,residential,2,3.34,1556.04
6289,147.3,luxury_hills,8,14.85,13834.93
6290,73.4,riverside,5,7.18,2319.97
6291,67.4,industrial,3,8.74,2145.92
6292,52.8,riverside,4,5.01,2313.69
6293,79.0,suburb,4,14.81,917.43
6294,35.8,industrial,5,8.42,2544.39
6295,62.9,residential,7,7.8,2231.11
6296,61.5,business,14,0.5,5021.26
6297,28.8,central,2,2.29,2624.96
6298,43.3,central,2,1.81,4574.23
6299,45.7,industrial,1,7.83,350.0
6300,68.5,suburb,8,12.97,1866.11
6301,97.4,riverside,8,5.86,2936.08
6302,36.6,university,10,5.46,2779.94
6303,78.8,business,10,3.62,3525.06
6304,138.9,suburb,9,16.55,4187.02
6305,107.0,luxury_hills,16,8.45,14038.39
6306,118.2,riverside,8,4.07,2095.28
6307,56.6,industrial,2,10.94,1996.32
6308,80.7,industrial,3,11.3,1283.26
6309,46.6,old_town,7,2.28,1716.57
6310,62.4,business,25,5.53,2560.99
6311,47.6,industrial,2,14.76,475.64
6312,39.5,riverside,9,5.0,2399.91
6313,55.4,central,12,2.4,3245.11
6314,50.5,riverside,10,3.92,2993.11
6315,44.0,green_zone,12,11.68,1795.37
6316,102.4,suburb,13,13.55,2973.15
6317,81.3,suburb,2,13.45,1895.86
6318,75.9,business,5,3.25,2377.15
6319,32.5,industrial,3,9.55,1365.59
6320,98.3,old_town,7,2.2,7072.11
6321,64.4,suburb,14,19.23,3165.14
6322,24.4,industrial,7,8.16,1588.39
6323,115.7,residential,12,3.74,2411.16
6324,48.2,business,3,2.98,5295.78
6325,26.2,central,7,2.57,2688.95
6326,89.8,industrial,1,7.78,2017.04
6327,91.3,old_town,2,0.77,3819.01
6328,72.2,business,37,2.27,7684.05
6329,55.8,industrial,16,13.14,1044.25
6330,81.2,luxury_hills,6,4.07,8863.4
6331,114.1,suburb,10,13.1,6553.3
6332,135.6,suburb,15,9.94,4781.53
6333,89.9,suburb,4,14.33,1108.59
6334,38.7,business,23,2.54,4273.37
6335,71.9,green_zone,20,7.3,5107.75
6336,58.6,business,34,3.19,4310.69
6337,22.2,university,10,0.42,2880.59
6338,57.1,industrial,12,13.71,1315.78
6339,69.5,residential,7,7.68,1840.23
6340,24.9,central,12,2.68,2724.85
6341,98.0,suburb,3,7.83,3113.13
6342,65.0,residential,11,5.1,3581.06
6343,118.9,suburb,12,15.5,1430.49
6344,87.4,suburb,3,14.96,3127.63
6345,53.3,university,11,6.56,1956.14
6346,49.8,business,1,3.47,4139.22
6347,87.4,residential,16,6.84,1889.58
6348,74.0,green_zone,7,11.65,3380.04
6349,99.4,suburb,13,14.05,2984.24
6350,54.2,riverside,6,3.41,2270.45
6351,96.9,old_town,4,3.47,2928.32
6352,59.3,residential,16,9.21,1217.38
6353,75.1,business,8,2.73,2929.74
6354,92.0,residential,13,8.03,1545.36
6355,82.2,industrial,4,11.07,350.0
6356,67.6,suburb,2,17.31,1663.55
6357,69.8,industrial,9,7.3,2079.17
6358,88.5,residential,7,6.86,3183.53
6359,35.7,business,8,5.22,5320.74
6360,73.2,riverside,19,3.21,2790.44
6361,87.3,green_zone,10,11.24,2249.93
6362,87.7,residential,12,5.94,1352.34
6363,42.3,residential,5,7.27,1701.18
6364,49.2,university,3,4.61,2056.21
6365,75.4,green_zone,1,7.87,1715.22
6366,67.2,industrial,8,11.87,1760.21
6367,104.6,old_town,8,2.97,3282.33
6368,49.7,university,12,5.68,3367.3
6369,110.9,residential,4,6.27,1053.99
6370,67.9,business,9,1.57,2918.12
6371,138.1,luxury_hills,3,6.95,14839.02
6372,74.4,residential,12,7.67,2334.41
6373,118.4,residential,6,5.96,2110.75
6374,161.2,luxury_hills,4,11.95,15001.77
6375,48.7,business,4,2.92,3937.4
6376,139.8,green_zone,6,10.16,2970.77
6377,19.4,business,7,3.71,3190.47
6378,91.1,green_zone,2,6.66,2034.6
6379,49.5,residential,15,6.79,2998.99
6380,109.3,business,5,3.16,4281.88
6381,18.0,university,3,3.34,3350.19
6382,109.1,suburb,10,13.62,2512.44
6383,67.2,residential,17,8.92,1372.38
6384,69.4,green_zone,18,7.14,1677.46
6385,46.5,university,19,6.35,2298.42
6386,69.2,residential,11,5.62,3292.66
6387,43.8,industrial,4,7.39,1469.15
6388,104.9,business,7,3.1,4645.4
6389,34.5,central,30,0.83,5830.03
6390,40.2,central,4,1.39,3378.59
6391,133.0,luxury_hills,1,7.46,12665.83
6392,188.9,luxury_hills,1,8.6,33132.87
6393,42.8,university,7,4.17,3561.91
6394,40.4,industrial,6,4.96,1376.04
6395,51.9,industrial,11,8.92,350.0
6396,128.8,suburb,8,11.34,1959.71
6397,59.0,industrial,10,12.05,458.6
6398,69.2,suburb,13,10.32,1278.16
6399,44.4,business,35,1.47,1930.21
6400,67.1,suburb,4,12.35,2439.57
6401,110.6,suburb,1,14.83,2752.77
6402,73.0,residential,6,7.37,2413.05
6403,39.1,riverside,29,6.87,3733.97
6404,56.9,university,10,2.11,2690.07
6405,69.6,suburb,15,15.97,1720.63
6406,90.0,old_town,5,2.81,3896.44
6407,67.6,suburb,12,15.6,1833.97
6408,39.0,industrial,5,5.78,1194.29
6409,121.9,residential,10,7.54,3021.4
6410,107.5,suburb,18,8.03,1734.37
6411,66.0,industrial,14,12.63,1230.54
6412,112.7,green_zone,6,9.81,1477.5
6413,139.7,old_town,3,4.64,3198.95
6414,68.0,industrial,14,10.33,1173.32
6415,104.3,green_zone,4,7.03,3522.66
6416,24.7,business,10,1.93,3964.49
6417,43.4,university,12,7.16,1091.97
6418,49.5,old_town,4,2.91,2219.32
6419,78.9,green_zone,9,6.44,3691.63
6420,113.7,green_zone,6,7.84,1805.94
6421,42.9,riverside,1,7.96,2778.55
6422,53.7,suburb,5,13.19,1584.64
6423,54.6,residential,20,7.03,953.58
6424,33.5,residential,3,9.87,2305.16
6425,43.8,university,1,1.81,2658.76
6426,77.6,industrial,13,12.71,680.18
6427,62.9,green_zone,11,10.5,1014.43
6428,126.0,business,30,2.52,4272.76
6429,111.4,suburb,11,15.39,2085.75
6430,80.4,industrial,16,7.81,1449.34
6431,47.9,university,8,3.74,2254.63
6432,89.0,riverside,8,9.05,2993.81
6433,87.6,old_town,6,3.37,3430.26
6434,19.0,industrial,16,11.13,489.93
6435,91.7,suburb,12,13.64,2395.91
6436,77.5,green_zone,3,7.82,1775.24
6437,67.7,suburb,8,8.81,2980.57
6438,99.2,suburb,4,6.31,1244.64
6439,97.9,riverside,8,3.69,1745.7
6440,63.1,old_town,1,3.83,3468.73
6441,39.5,business,12,2.86,2983.58
6442,85.9,residential,18,2.29,1338.12
6443,33.6,university,5,6.92,1910.06
6444,86.7,business,3,2.42,3517.19
6445,40.7,university,3,5.46,2272.16
6446,73.6,riverside,5,6.42,2487.81
6447,87.4,industrial,2,13.72,1064.2
6448,146.5,suburb,7,14.39,596.2
6449,70.2,suburb,11,19.03,1220.65
6450,83.6,industrial,13,13.22,405.78
6451,85.0,riverside,7,5.84,3302.7
6452,37.4,business,11,3.83,2877.03
6453,62.5,business,7,2.79,4314.74
6454,80.6,business,10,3.12,2974.57
6455,68.8,central,31,1.66,2778.57
6456,67.7,industrial,5,11.76,826.44
6457,51.7,business,6,4.19,3432.47
6458,73.6,residential,9,6.99,1575.75
6459,99.0,green_zone,12,8.1,495.76
6460,105.4,suburb,14,13.17,562.39
6461,158.5,residential,12,4.84,2329.09
6462,50.4,central,27,0.46,4108.0
6463,23.8,central,18,1.6,3076.26
6464,20.2,university,2,7.14,2725.36
6465,42.5,university,6,4.39,2629.91
6466,41.5,suburb,12,8.02,1727.46
6467,49.8,industrial,11,7.35,669.97
6468,58.9,suburb,2,13.33,1786.22
6469,40.3,university,7,6.29,1821.01
6470,73.7,riverside,13,5.76,2472.81
6471,35.4,residential,8,7.31,1574.72
6472,65.4,riverside,3,6.75,1550.51
6473,71.5,residential,22,7.97,912.93
6474,41.3,industrial,4,6.79,2183.14
6475,62.3,suburb,6,15.37,2359.48
6476,37.6,central,28,1.16,5288.43
6477,49.4,central,4,1.38,4852.92
6478,72.2,industrial,11,8.85,530.65
6479,50.2,residential,8,7.6,1506.61
6480,60.8,residential,21,6.78,3957.95
6481,140.3,green_zone,12,11.97,1900.31
6482,45.2,riverside,7,8.0,2821.85
6483,95.7,green_zone,8,5.12,2671.37
6484,51.8,central,2,0.2,2172.09
6485,78.7,luxury_hills,15,5.8,7930.76
6486,95.1,industrial,11,10.43,962.75
6487,66.4,business,2,2.21,4551.99
6488,62.7,suburb,5,13.19,1505.1
6489,101.4,residential,4,5.21,4234.22
6490,41.4,central,2,1.27,3240.37
6491,48.8,industrial,15,11.77,1257.87
6492,50.6,business,2,4.48,3519.92
6493,39.3,university,6,4.01,2315.73
6494,96.4,residential,3,6.06,3032.3
6495,74.0,luxury_hills,9,7.06,14129.63
6496,89.9,suburb,11,13.33,1956.6
6497,130.1,residential,17,3.75,3228.86
6498,91.4,old_town,4,1.77,1077.91
6499,96.1,suburb,5,9.15,2580.72
6500,103.9,suburb,4,11.45,1936.15
6501,71.9,business,11,2.72,2973.21
6502,127.2,luxury_hills,11,6.5,15452.49
6503,80.0,residential,14,6.14,2918.45
6504,46.6,business,27,3.52,3395.9
6505,69.8,business,1,4.25,2861.96
6506,53.4,residential,19,8.28,3792.57
6507,91.3,green_zone,3,6.97,2688.96
6508,76.3,central,18,2.43,4460.72
6509,107.4,old_town,2,3.91,4580.14
6510,59.4,university,11,5.0,3283.31
6511,89.3,business,3,2.25,4167.78
6512,56.9,industrial,3,11.13,695.62
6513,104.4,suburb,16,12.94,2136.89
6514,50.5,business,3,2.86,4579.77
6515,81.4,residential,10,5.56,3112.48
6516,63.8,residential,15,5.98,2473.15
6517,82.7,green_zone,14,3.25,2612.4
6518,31.8,residential,4,4.59,2106.31
6519,30.0,residential,4,6.93,1720.31
6520,69.5,industrial,14,8.77,1634.65
6521,77.5,riverside,29,4.53,2869.95
6522,87.5,residential,6,9.89,2463.63
6523,112.0,suburb,8,12.83,3322.98
6524,67.7,residential,5,7.9,1946.73
6525,65.7,suburb,6,19.19,1231.44
6526,71.6,central,11,0.68,5284.48
6527,67.2,central,5,2.05,6788.57
6528,100.5,suburb,7,14.02,2423.24
6529,81.7,residential,6,3.58,2991.52
6530,73.7,riverside,14,6.48,1342.79
6531,93.6,riverside,10,5.55,3532.37
6532,78.4,green_zone,4,11.85,2797.99
6533,84.4,suburb,4,12.8,1934.76
6534,130.4,suburb,15,11.05,1298.05
6535,43.6,residential,12,4.35,3595.19
6536,53.0,suburb,12,8.16,3719.71
6537,42.4,suburb,11,15.4,1229.53
6538,93.6,business,26,1.51,3724.94
6539,52.2,university,6,3.01,4766.85
6540,66.7,business,12,4.37,5495.81
6541,31.6,riverside,12,4.48,2017.71
6542,74.7,green_zone,9,6.82,2777.25
6543,39.5,business,1,2.38,4156.99
6544,67.5,business,3,2.22,3916.66
6545,169.2,luxury_hills,19,13.76,25469.81
6546,110.2,suburb,2,8.36,4938.41
6547,79.8,suburb,5,13.67,2154.78
6548,37.0,residential,7,4.23,1606.65
6549,76.7,old_town,7,1.42,3444.09
6550,153.2,suburb,9,10.38,568.56
6551,105.2,suburb,10,10.15,2855.67
6552,71.6,university,5,6.26,2752.82
6553,23.8,residential,13,3.38,1016.55
6554,32.9,university,1,4.24,3623.15
6555,62.8,business,4,2.24,4459.46
6556,76.2,old_town,6,4.08,3743.77
6557,39.9,riverside,10,4.16,2941.41
6558,60.1,business,1,2.19,2569.4
6559,41.7,riverside,25,8.93,4286.72
6560,56.3,university,6,5.9,2262.51
6561,87.5,business,3,3.17,2939.75
6562,60.2,suburb,17,21.51,1984.01
6563,31.3,old_town,1,2.52,2423.28
6564,166.0,suburb,8,13.92,1371.65
6565,71.7,university,10,5.39,1675.78
6566,85.7,central,29,0.69,3261.6
6567,67.2,central,6,0.88,4116.44
6568,39.5,industrial,9,10.83,531.91
6569,69.9,business,30,3.24,3368.58
6570,32.0,university,2,1.12,2568.54
6571,58.7,central,12,0.76,4144.8
6572,80.2,old_town,6,1.45,2163.12
6573,93.2,residential,3,7.63,1708.95
6574,47.3,central,20,1.4,4245.72
6575,64.0,residential,12,9.84,2220.79
6576,67.5,industrial,14,9.56,1384.95
6577,36.7,university,4,9.13,1957.51
6578,110.9,residential,4,7.01,2194.12
6579,76.7,business,18,3.78,3745.16
6580,57.7,central,7,1.73,4578.34
6581,27.4,residential,9,8.4,2709.66
6582,52.0,residential,21,7.62,1476.3
6583,82.2,central,18,1.19,8291.7
6584,74.2,residential,12,7.59,2453.14
6585,93.2,suburb,12,9.32,1771.54
6586,78.1,residential,12,10.47,1850.7
6587,84.7,riverside,1,4.87,3744.2
6588,43.8,university,12,4.26,8833.77
6589,85.6,residential,19,6.0,1919.01
6590,55.6,central,2,2.89,3400.79
6591,86.8,green_zone,7,10.48,3025.67
6592,61.8,residential,1,6.69,3035.36
6593,60.9,industrial,12,7.95,1798.84
6594,74.1,industrial,4,13.98,4159.63
6595,66.0,university,4,5.45,1410.93
6596,37.3,business,3,2.31,4284.99
6597,93.5,green_zone,3,9.23,3065.91
6598,38.0,business,10,3.18,3374.92
6599,33.6,university,3,3.5,3952.53
6600,75.0,suburb,9,11.09,2069.43
6601,61.1,university,3,2.44,2941.22
6602,113.0,suburb,3,18.01,3647.73
6603,107.9,suburb,8,18.44,2207.31
6604,49.6,central,1,1.96,4805.88
6605,50.2,university,5,2.58,2361.58
6606,47.5,old_town,7,4.22,2638.76
6607,39.5,old_town,3,1.41,3291.76
6608,38.7,residential,9,6.4,2080.46
6609,42.6,central,12,1.35,2797.49
6610,36.2,university,12,6.85,1648.08
6611,18.0,suburb,12,12.68,1939.1
6612,68.6,riverside,2,7.79,1807.08
6613,61.8,riverside,16,4.16,2884.8
6614,54.6,university,9,4.43,2760.95
6615,58.0,university,14,5.81,2638.61
6616,55.2,central,2,1.34,2893.49
6617,96.5,riverside,7,6.82,3019.53
6618,43.6,industrial,6,10.46,2424.47
6619,77.9,old_town,5,2.31,4009.2
6620,37.9,university,11,3.91,2520.42
6621,100.8,suburb,9,13.49,2785.42
6622,49.1,old_town,5,4.8,1625.74
6623,56.0,business,33,3.18,2606.84
6624,43.0,old_town,6,2.22,1692.16
6625,90.7,business,7,3.21,3267.04
6626,133.3,green_zone,3,7.11,1525.96
6627,154.6,luxury_hills,6,8.53,15917.27
6628,73.1,suburb,12,9.3,2235.28
6629,46.8,central,32,1.53,5094.64
6630,60.9,suburb,18,5.72,2800.28
6631,62.1,central,10,2.41,5538.91
6632,50.4,industrial,8,13.88,1656.91
6633,82.4,suburb,10,15.2,2023.27
6634,80.9,riverside,3,4.65,3350.27
6635,112.6,luxury_hills,24,9.57,10047.41
6636,37.5,business,1,2.73,2785.71
6637,42.3,riverside,2,10.02,2285.96
6638,89.3,old_town,7,3.85,1191.43
6639,34.4,university,11,7.28,2567.82
6640,115.8,suburb,6,9.38,808.71
6641,51.0,business,5,3.38,3398.75
6642,82.5,suburb,9,11.23,2241.31
6643,120.7,suburb,11,9.91,2888.35
6644,103.5,old_town,7,1.32,3867.16
6645,88.3,riverside,11,6.98,1424.4
6646,181.5,luxury_hills,5,9.31,24187.1
6647,19.7,residential,2,2.84,1401.5
6648,48.5,central,7,1.41,4892.01
6649,81.8,central,19,1.1,5452.92
6650,123.0,luxury_hills,2,9.41,13918.06
6651,58.2,industrial,8,11.5,908.91
6652,101.9,suburb,11,15.74,1350.66
6653,109.3,luxury_hills,9,10.55,18978.1
6654,44.9,residential,8,8.45,1801.92
6655,43.9,residential,2,9.31,2304.62
6656,82.0,business,26,4.66,3017.12
6657,66.5,industrial,12,6.27,2225.85
6658,18.0,residential,5,7.28,1121.88
6659,69.6,central,9,0.57,2741.85
6660,33.4,business,15,3.43,3819.96
6661,18.0,residential,3,7.02,1895.51
6662,90.1,business,40,2.0,3994.39
6663,54.0,university,7,7.33,1317.63
6664,114.2,residential,12,7.72,1596.15
6665,91.7,business,12,1.48,5749.53
6666,41.3,university,6,3.8,1652.79
6667,67.9,residential,7,6.97,3009.87
6668,43.0,residential,2,6.84,1838.25
6669,46.1,central,9,2.21,2242.37
6670,143.1,luxury_hills,12,7.35,24327.77
6671,53.8,old_town,5,3.71,3099.53
6672,23.6,central,6,0.46,6100.7
6673,122.4,suburb,2,12.34,2104.69
6674,79.3,suburb,3,9.7,2061.99
6675,65.2,suburb,15,13.03,1430.66
6676,108.5,suburb,5,4.62,5278.77
6677,65.2,central,3,1.57,5484.2
6678,101.6,green_zone,2,6.79,2217.24
6679,30.3,residential,6,5.39,2087.0
6680,35.9,residential,14,5.34,1542.47
6681,42.2,business,6,1.93,2740.92
6682,67.2,residential,4,8.46,1399.1
6683,40.7,university,11,4.03,2478.06
6684,48.0,suburb,5,11.17,1578.65
6685,95.6,suburb,13,13.43,2149.75
6686,67.4,residential,17,2.99,2654.05
6687,90.6,residential,5,8.99,1058.86
6688,57.5,central,12,2.39,2731.27
6689,105.1,suburb,12,17.74,2388.35
6690,19.5,old_town,1,2.0,2469.67
6691,33.8,riverside,12,6.74,2833.62
6692,84.9,residential,2,5.44,2416.77
6693,39.4,residential,5,3.8,1464.34
6694,44.0,old_town,3,2.31,2666.64
6695,89.2,old_town,8,1.72,1914.82
6696,67.7,riverside,4,7.15,2375.2
6697,72.2,suburb,9,16.54,2738.43
6698,70.0,residential,11,7.18,911.53
6699,73.8,riverside,4,5.1,6351.15
6700,51.7,university,20,2.39,1415.78
6701,68.9,business,1,2.72,3075.46
6702,113.3,riverside,5,6.46,1989.22
6703,50.4,residential,5,6.81,3025.89
6704,72.4,business,1,3.69,2714.09
6705,116.2,suburb,9,12.89,3580.43
6706,46.6,old_town,1,3.93,2425.21
6707,85.3,central,19,1.39,4932.81
6708,88.5,residential,6,9.75,825.25
6709,82.3,green_zone,4,8.69,2597.14
6710,87.7,green_zone,14,7.64,2596.67
6711,66.1,central,18,1.73,2867.08
6712,79.4,residential,8,5.93,1080.36
6713,67.1,green_zone,3,10.97,1881.24
6714,66.2,green_zone,14,8.84,2556.06
6715,74.5,residential,11,9.27,1586.25
6716,82.4,central,7,0.6,2820.82
6717,58.6,suburb,5,7.23,943.82
6718,54.5,central,6,0.72,5546.22
6719,71.2,university,8,4.82,2748.35
6720,54.9,business,8,1.24,2279.8
6721,81.8,residential,9,6.3,2871.65
6722,36.3,industrial,1,7.39,2244.63
6723,45.2,university,13,3.87,1876.18
6724,42.6,university,7,5.17,3131.84
6725,109.3,suburb,2,13.87,2837.63
6726,92.2,residential,18,9.61,1613.3
6727,80.8,suburb,2,8.03,3260.69
6728,135.7,luxury_hills,9,11.56,11630.78
6729,77.7,suburb,7,9.75,2265.23
6730,59.8,central,12,2.01,6952.78
6731,159.4,suburb,10,13.1,2996.17
6732,75.2,residential,4,8.21,1528.5
6733,54.5,industrial,10,9.3,846.73
6734,49.9,central,11,1.1,3055.15
6735,42.4,university,12,4.45,4494.76
6736,68.6,university,20,1.98,4073.03
6737,45.1,university,9,1.3,2948.04
6738,29.4,old_town,5,1.93,2308.12
6739,65.2,industrial,2,16.03,350.0
6740,95.0,old_town,5,1.84,3426.7
6741,70.7,suburb,13,15.22,1879.05
6742,37.0,old_town,8,0.51,3375.9
6743,62.2,industrial,13,11.53,1083.91
6744,43.1,central,5,0.71,3668.93
6745,62.2,suburb,15,11.23,3366.75
6746,35.8,university,15,8.76,3446.16
6747,149.7,suburb,2,12.51,1914.04
6748,41.4,riverside,12,5.4,5335.91
6749,48.8,old_town,5,1.25,2158.78
6750,72.8,residential,20,4.69,1905.4
6751,68.1,riverside,8,6.58,1404.31
6752,46.1,riverside,5,4.6,2642.21
6753,83.3,residential,5,7.67,3054.77
6754,111.1,luxury_hills,13,5.98,11584.61
6755,55.4,residential,5,5.55,2864.22
6756,72.2,riverside,7,4.01,3561.68
6757,65.5,residential,3,4.15,627.53
6758,99.3,suburb,16,12.07,2953.59
6759,49.0,central,11,1.71,4046.55
6760,57.6,green_zone,17,12.71,2130.62
6761,66.9,residential,11,5.57,1941.24
6762,64.4,residential,1,5.92,1871.29
6763,35.9,business,10,3.44,2432.69
6764,132.8,riverside,8,3.33,4938.18
6765,48.1,suburb,8,12.22,1854.33
6766,61.0,old_town,8,2.15,2983.61
6767,28.9,university,19,5.27,2374.76
6768,81.9,old_town,2,3.44,2765.32
6769,48.3,business,11,2.2,3974.38
6770,93.4,suburb,9,15.86,2395.47
6771,64.7,residential,8,3.33,4790.99
6772,25.8,university,6,3.84,3312.64
6773,53.0,industrial,13,9.62,1269.01
6774,69.9,central,9,1.61,2082.31
6775,123.7,suburb,4,12.97,2690.1
6776,52.3,university,15,4.39,3210.61
6777,82.9,green_zone,1,9.83,2307.64
6778,80.2,riverside,6,6.86,1470.78
6779,114.5,luxury_hills,11,8.68,20267.97
6780,67.5,suburb,16,6.33,2446.08
6781,72.8,suburb,5,11.38,1830.33
6782,54.0,business,4,1.21,3386.97
6783,76.0,residential,10,10.17,1040.94
6784,82.1,residential,6,4.41,4187.24
6785,91.2,business,12,3.1,6213.23
6786,60.6,residential,20,8.33,1976.36
6787,38.7,residential,12,7.41,2632.14
6788,81.0,residential,2,6.19,2037.18
6789,65.9,industrial,16,10.6,846.79
6790,121.7,suburb,8,8.37,3028.1
6791,71.1,business,1,2.77,3222.97
6792,237.6,luxury_hills,8,9.18,45795.96
6793,75.4,residential,17,7.92,1496.62
6794,102.8,residential,5,5.66,2653.28
6795,53.8,university,3,2.55,3069.24
6796,64.7,industrial,13,7.86,423.77
6797,70.4,suburb,6,12.34,3159.76
6798,61.0,residential,20,8.43,1509.54
6799,58.7,residential,9,9.81,1926.52
6800,130.0,green_zone,9,8.75,3813.29
6801,102.8,industrial,9,9.7,1687.99
6802,56.8,university,15,3.2,596.85
6803,95.9,green_zone,5,12.14,2411.01
6804,143.6,green_zone,8,5.27,3445.33
6805,95.9,business,7,2.59,2871.84
6806,73.8,riverside,11,5.55,2121.14
6807,77.6,suburb,2,7.59,2027.39
6808,95.8,suburb,10,10.09,3738.97
6809,46.2,university,19,3.16,1517.29
6810,78.9,business,1,1.93,3336.35
6811,83.6,luxury_hills,1,4.48,8357.17
6812,93.9,suburb,9,17.38,1774.71
6813,49.7,university,12,2.75,2653.72
6814,34.6,central,7,1.36,3804.2
6815,58.4,riverside,26,6.74,1700.17
6816,77.5,riverside,23,1.65,2687.21
6817,47.2,suburb,2,8.56,2030.26
6818,52.8,residential,22,5.99,1623.21
6819,78.8,suburb,11,17.15,1447.24
6820,67.7,university,9,2.76,3343.51
6821,54.0,riverside,21,4.85,2715.98
6822,18.0,residential,6,11.06,1084.52
6823,105.1,green_zone,12,7.89,2724.18
6824,62.7,green_zone,2,10.48,2302.15
6825,42.7,old_town,1,2.19,2666.42
6826,84.9,industrial,11,6.71,1234.58
6827,48.1,university,20,3.52,2326.98
6828,129.2,old_town,5,2.21,2881.07
6829,18.0,residential,1,9.69,1432.8
6830,35.7,university,12,5.93,3411.99
6831,72.4,residential,15,8.41,1459.36
6832,63.3,riverside,3,7.26,3312.57
6833,69.1,suburb,2,11.38,2602.04
6834,53.3,central,20,2.53,3406.94
6835,74.7,university,12,6.39,1421.39
6836,51.5,university,12,4.98,1782.55
6837,60.5,suburb,15,14.31,1608.42
6838,38.3,green_zone,6,5.35,1918.59
6839,30.2,residential,17,6.31,2071.46
6840,154.1,suburb,14,15.76,2137.54
6841,114.4,suburb,14,10.32,3631.74
6842,114.2,luxury_hills,17,10.56,12150.54
6843,35.9,residential,11,8.23,1642.33
6844,85.5,suburb,5,16.12,2058.94
6845,25.6,industrial,14,7.43,590.38
6846,65.0,suburb,6,12.99,2110.65
6847,66.8,riverside,10,4.37,3242.66
6848,59.6,residential,18,2.6,2446.29
6849,51.0,industrial,11,11.37,908.75
6850,92.7,old_town,1,1.48,2957.55
6851,59.6,central,24,1.01,3867.6
6852,61.2,residential,3,3.43,3753.95
6853,74.1,residential,12,7.29,2083.17
6854,74.4,green_zone,4,9.58,2395.51
6855,64.5,green_zone,1,5.88,3082.83
